EncouragingDiscouraging,ExpertiseScale,PosterTone,RespectfulDisrespectful,gender,speakerhidden,talkid
Encouraging,No degree,Neutral,Neutral,male,"i think that man helping another man to his satisfaction is not so bad to like the man who that not he helps himself  the bad, some do for mirror to society.   - norma verónica -",1919
Encouraging,None-STEM degree,Strongly Positive,Neutral,male,"<br>if he were'nt a designer he would have been a perfect performing artist. <span class=""highlighted"" data-timestamp=""1519070616548"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">he is simply brilliant .............. gods gift to mankind!! </span>i had the honor to have met him and spoke with him at milan this april, the excitement does not seem to wear out!!",1923
Encouraging,No degree,Neutral,Neutral,male,"in raiders of the lost arc, indiana jones is confronted by a swordsman who whirls his sword around obviously preparing to cut poor indy up. indy pulls out his gun and shoots him in the head. don't bring a knife to a gunfight.",585
Encouraging,None-STEM degree,Positive,Neutral,male,"this is great idea and fantastic demo, can't wait till they will be available for public.   and hopefully operation system will be open so people can write their own applications /wink",1708
Encouraging,None-STEM degree,Negative,Neutral,male,"i have been a fan of philippe starck for years. but i must say, i was dissappointed in his many evolutionary comments and particularly, his several comments regarding god. they were a slap in the face of his creator, who obviously has given him so much talent.",1923
Encouraging,None-STEM degree,Neutral,Neutral,female,"a contagious information pattern that replicates by parasitically infecting human minds and altering their behavior, causing them to propagate the pattern. an idea or information pattern is not a meme until it causes someone to replicate it, to repeat it to someone else. all transmitted knowledge is memetic.—[1]",1854
Encouraging,None-STEM degree,Positive,Neutral,female,"i'm glad ted includes spoken word poetry.  her website has more of her poems: http://www.project-voice.net/videos ''this world is made of sugar and can crumble, but, don't be afraid to stick your tongue out & taste it'' ~sarah kay",1232
Encouraging,None-STEM degree,Neutral,Neutral,male,obama wont the most popular votes more than any other presidential candidates. most of the states didn't vote for obama because of his rate. he was also saying that it is a good thing to interact with people of other races.,1660
Encouraging,No degree,Neutral,Neutral,male,"guys:  are you thinking or feeling or both when christian introduces his f sharp in the middle of your f jam, and you gotta' react and move to it and build????? me:  sometimes think, sometimes just feel and go....can't do both at once...you?   harold",1052
Encouraging,None-STEM degree,Neutral,Neutral,male,"children are like sponges , they absorb"" information"" like water ,whether it be true, false, good ,bad or just trivial , if there is one around you should remember that .",1805
,STEM degree,Positive,Neutral,male,"very good. someone could write an ai system to respond to scammers. imagine that: you receive scam email, forward to this service and the system will keep scammers busy so that they have less time working on real people. this should contribute a bit to reducing scams...",60
Encouraging,STEM degree,Positive,Neutral,male,"very good. someone could write an ai system to respond to scammers. imagine that: you receive scam email, forward to this service and the system will keep scammers busy so that they have less time working on real people. this should contribute a bit to reducing scams...",726
Discouraging,STEM degree,Negative,Neutral,male,"<br>great talk but fatally flawed. <span class=""highlighted"" data-timestamp=""1519349105917"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">like most ted speakers you vastly underestimate how dumb people really are</span>.  the great majority of people are barely smart enough to keep themselves breathing. solutions that require the majority to change or contribute are not solutions at all.",994
Encouraging,None-STEM degree,Strongly Positive,Neutral,male,"<br><span class=""highlighted"" data-timestamp=""1519349140456"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">ah what courage! </span>and it's true there is such little knowledge about depression in our societies.. i have known of people hiding their pain and avoiding asking for help for the fear of exclusion and the stigma society attaches with it....   <span class=""highlighted"" data-timestamp=""1519349143176"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">i wish you well, kid! brave!!!!</span>",586
Encouraging,STEM degree,Strongly Positive,Neutral,male,"<br><span class=""highlighted"" data-timestamp=""1519349175731"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">wow, rives is talented! he manages to give child-like fantasy and quirky personality </span>to something as cold and complex as the internet. looks like i might be wasting the rest of the day listening to more of his talks!",2037
Encouraging,No degree,Neutral,Neutral,male,"for those who are interested, penn & teller have a nice short skit that involves a slight of hand demonstration and then the explanation immediately after.  for those of you who are upset that he merely 'performed' and did not adequately 'instruct'.  http://www.youtube.com/watch?v=_qqx-jayixq  i apologize for the youtube clip.",1829
Encouraging,None-STEM degree,Neutral,Neutral,male,"one time i saw a parrent yelling to his child "" don't run , you are gonna hurt yourselth . can't you walk like a normal person? "" he was actualy saying : ""don't practice sports , you are gonna be thin. can't you be fat like  me? """,1917
Encouraging,STEM degree,Neutral,Neutral,female,"i knew that i have seen him before, he participated in an interesting bbc documentary: horizon - why do we talk.   it`s freaky to see what level of detail can be achieved just by scanning the web. it feels almost like we are losing privacy by our subconscious accord.",1238
Encouraging,None-STEM degree,Strongly Positive,Neutral,male,"<br><span class=""highlighted"" data-timestamp=""1519349286815"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">beyond the tremendous positive change this mayor and his city has had</span>. i have to give a big kudos to oklahoma (and oklahoma city). i am from canada yet have heard so much about oklahoma. the people seem so friendly, funny and genuine. <span class=""highlighted"" data-timestamp=""1519349289443"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">all the best to you okc!!!</span>",525
